0.0000 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646
1.2646 0.0000 0.6185 0.6185 0.6185 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646
1.2646 0.6185 0.0000 0.6185 0.6185 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646
1.2646 0.6185 0.6185 0.0000 0.6185 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646
1.2646 0.6185 0.6185 0.6185 0.0000 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646
1.2646 1.2646 1.2646 1.2646 1.2646 0.0000 1.3479 1.3479 1.3479 1.3479 1.3479 1.3479 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646
1.2646 1.2646 1.2646 1.2646 1.2646 1.3479 0.0000 1.3479 1.3479 1.3479 1.3479 1.3479 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646
1.2646 1.2646 1.2646 1.2646 1.2646 1.3479 1.3479 0.0000 1.3479 1.3479 1.3479 1.3479 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646
1.2646 1.2646 1.2646 1.2646 1.2646 1.3479 1.3479 1.3479 0.0000 1.3479 1.3479 1.3479 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646
1.2646 1.2646 1.2646 1.2646 1.2646 1.3479 1.3479 1.3479 1.3479 0.0000 1.3479 1.3479 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646
1.2646 1.2646 1.2646 1.2646 1.2646 1.3479 1.3479 1.3479 1.3479 1.3479 0.0000 1.3479 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646
1.2646 1.2646 1.2646 1.2646 1.2646 1.3479 1.3479 1.3479 1.3479 1.3479 1.3479 0.0000 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646
1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 0.0000 0.4523 0.4523 0.4523 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646
1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 0.4523 0.0000 0.4523 0.4523 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646
1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 0.4523 0.4523 0.0000 0.4523 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646
1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 0.4523 0.4523 0.4523 0.0000 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646
1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 0.0000 0.7201 0.7201 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646
1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 0.7201 0.0000 0.7201 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646
1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 0.7201 0.7201 0.0000 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646 1.2646
