Features for bear
touch touched touches (0.143),
neared nears near (0.042),
hear hears heard (0.034),
run ran runs (0.033),
drive drove drives (0.030),
break broke breaks (0.029),
listen listens listened (0.029),
move moved moves (0.017),
lift lifted lifts (0.016),
push pushed pushes (0.011),
fill filled fills (0.010),
approach approaches approached (0.008),
fear fears feared (0.007),
clean cleaned cleans (0.006),
wear wore wears (0.005),
ride rides rode (0.001),
eat ate eats (0.0000000001),
manipulate manipulates manipulated (0.0000000001),
smell smells smelled (0.0000000001),
rub rubbed rubs (0.0000000001),
taste tasted tastes (0.0000000001) 
Features for watch
listen listens listened (0.782),
open opens opened (0.562),
see sees (0.179),
say said says (0.156),
drive drove drives (0.098),
eat ate eats (0.049),
run ran runs (0.040),
move moved moves (0.027),
wear wore wears (0.026),
hear hears heard (0.021),
ride rides rode (0.016),
touch touched touches (0.015),
break broke breaks (0.013),
clean cleaned cleans (0.013),
enter entered enters (0.008),
fill filled fills (0.007),
neared nears near (0.006),
fear fears feared (0.006),
push pushed pushes (0.003),
approach approaches approached (0.003),
lift lifted lifts (0.003),
taste tasted tastes (0.001),
rub rubbed rubs (0.001),
smell smells smelled (0.001),
manipulate manipulates manipulated (0.0000000001) 
Features for chisel
lift lifted lifts (0.737),
touch touched touches (0.642),
open opens opened (0.140),
break broke breaks (0.104),
drive drove drives (0.096),
say said says (0.035),
clean cleaned cleans (0.034),
see sees (0.028),
wear wore wears (0.024),
run ran runs (0.022),
move moved moves (0.020),
manipulate manipulates manipulated (0.015),
fill filled fills (0.012),
rub rubbed rubs (0.012),
push pushed pushes (0.011),
hear hears heard (0.0000000001),
listen listens listened (0.0000000001),
taste tasted tastes (0.0000000001),
smell smells smelled (0.0000000001),
eat ate eats (0.0000000001),
fear fears feared (0.0000000001),
approach approaches approached (0.0000000001),
neared nears near (0.0000000001),
enter entered enters (0.0000000001),
ride rides rode (0.0000000001) 
Features for hammer
touch touched touches (0.937),
say said says (0.215),
drive drove drives (0.143),
break broke breaks (0.129),
open opens opened (0.120),
see sees (0.117),
wear wore wears (0.061),
lift lifted lifts (0.051),
move moved moves (0.027),
approach approaches approached (0.023),
run ran runs (0.022),
push pushed pushes (0.019),
hear hears heard (0.016),
fear fears feared (0.014),
neared nears near (0.014),
fill filled fills (0.011),
eat ate eats (0.010),
clean cleaned cleans (0.009),
enter entered enters (0.007),
ride rides rode (0.006),
listen listens listened (0.005),
smell smells smelled (0.003),
taste tasted tastes (0.001),
rub rubbed rubs (0.001),
manipulate manipulates manipulated (0.0000000001) 
Features for pliers
open opens opened (0.977),
push pushed pushes (0.120),
break broke breaks (0.110),
drive drove drives (0.084),
touch touched touches (0.075),
see sees (0.066),
move moved moves (0.040),
lift lifted lifts (0.015),
say said says (0.013),
neared nears near (0.013),
hear hears heard (0.0000000001),
listen listens listened (0.0000000001),
taste tasted tastes (0.0000000001),
smell smells smelled (0.0000000001),
eat ate eats (0.0000000001),
rub rubbed rubs (0.0000000001),
manipulate manipulates manipulated (0.0000000001),
run ran runs (0.0000000001),
fear fears feared (0.0000000001),
approach approaches approached (0.0000000001),
enter entered enters (0.0000000001),
wear wore wears (0.0000000001),
fill filled fills (0.0000000001),
clean cleaned cleans (0.0000000001),
ride rides rode (0.0000000001) 
Features for saw
say said says (0.934),
see sees (0.226),
hear hears heard (0.219),
open opens opened (0.131),
run ran runs (0.064),
move moved moves (0.052),
drive drove drives (0.032),
enter entered enters (0.031),
neared nears near (0.028),
break broke breaks (0.023),
approach approaches approached (0.019),
fear fears feared (0.019),
lift lifted lifts (0.018),
ride rides rode (0.014),
touch touched touches (0.011),
fill filled fills (0.009),
eat ate eats (0.008),
wear wore wears (0.006),
clean cleaned cleans (0.005),
push pushed pushes (0.004),
smell smells smelled (0.004),
listen listens listened (0.003),
taste tasted tastes (0.002),
rub rubbed rubs (0.0000000001),
manipulate manipulates manipulated (0.0000000001) 
Features for screwdriver
open opens opened (0.838),
push pushed pushes (0.386),
drive drove drives (0.341),
see sees (0.112),
lift lifted lifts (0.081),
move moved moves (0.078),
break broke breaks (0.057),
say said says (0.036),
touch touched touches (0.033),
clean cleaned cleans (0.028),
neared nears near (0.019),
fill filled fills (0.019),
run ran runs (0.011),
hear hears heard (0.006),
listen listens listened (0.0000000001),
taste tasted tastes (0.0000000001),
smell smells smelled (0.0000000001),
eat ate eats (0.0000000001),
rub rubbed rubs (0.0000000001),
manipulate manipulates manipulated (0.0000000001),
fear fears feared (0.0000000001),
approach approaches approached (0.0000000001),
enter entered enters (0.0000000001),
wear wore wears (0.0000000001),
ride rides rode (0.0000000001) 
Features for carrot
approach approaches approached (0.883),
eat ate eats (0.368),
say said says (0.242),
see sees (0.130),
taste tasted tastes (0.063),
drive drove drives (0.056),
fill filled fills (0.030),
smell smells smelled (0.020),
open opens opened (0.015),
neared nears near (0.012),
move moved moves (0.008),
break broke breaks (0.007),
ride rides rode (0.005),
run ran runs (0.004),
push pushed pushes (0.003),
hear hears heard (0.0000000001),
listen listens listened (0.0000000001),
touch touched touches (0.0000000001),
rub rubbed rubs (0.0000000001),
manipulate manipulates manipulated (0.0000000001),
fear fears feared (0.0000000001),
enter entered enters (0.0000000001),
wear wore wears (0.0000000001),
lift lifted lifts (0.0000000001),
clean cleaned cleans (0.0000000001) 
Features for celery
eat ate eats (0.837),
taste tasted tastes (0.346),
fill filled fills (0.315),
see sees (0.243),
clean cleaned cleans (0.115),
open opens opened (0.060),
smell smells smelled (0.059),
touch touched touches (0.029),
say said says (0.016),
hear hears heard (0.0000000001),
listen listens listened (0.0000000001),
rub rubbed rubs (0.0000000001),
manipulate manipulates manipulated (0.0000000001),
run ran runs (0.0000000001),
push pushed pushes (0.0000000001),
move moved moves (0.0000000001),
fear fears feared (0.0000000001),
approach approaches approached (0.0000000001),
neared nears near (0.0000000001),
enter entered enters (0.0000000001),
drive drove drives (0.0000000001),
wear wore wears (0.0000000001),
lift lifted lifts (0.0000000001),
break broke breaks (0.0000000001),
ride rides rode (0.0000000001) 
Features for corn
eat ate eats (0.785),
say said says (0.365),
enter entered enters (0.316),
see sees (0.224),
fill filled fills (0.190),
open opens opened (0.161),
neared nears near (0.112),
taste tasted tastes (0.108),
hear hears heard (0.068),
run ran runs (0.057),
clean cleaned cleans (0.054),
smell smells smelled (0.040),
ride rides rode (0.035),
move moved moves (0.027),
break broke breaks (0.014),
push pushed pushes (0.013),
drive drove drives (0.011),
rub rubbed rubs (0.009),
listen listens listened (0.005),
manipulate manipulates manipulated (0.005),
touch touched touches (0.005),
wear wore wears (0.004),
approach approaches approached (0.003),
lift lifted lifts (0.003),
fear fears feared (0.0000000001) 
Features for lettuce
eat ate eats (0.979),
say said says (0.116),
fill filled fills (0.108),
clean cleaned cleans (0.082),
see sees (0.065),
taste tasted tastes (0.056),
neared nears near (0.031),
break broke breaks (0.026),
touch touched touches (0.021),
open opens opened (0.015),
approach approaches approached (0.006),
drive drove drives (0.005),
run ran runs (0.004),
hear hears heard (0.0000000001),
listen listens listened (0.0000000001),
smell smells smelled (0.0000000001),
rub rubbed rubs (0.0000000001),
manipulate manipulates manipulated (0.0000000001),
push pushed pushes (0.0000000001),
move moved moves (0.0000000001),
fear fears feared (0.0000000001),
enter entered enters (0.0000000001),
wear wore wears (0.0000000001),
lift lifted lifts (0.0000000001),
ride rides rode (0.0000000001) 
Features for tomato
say said says (0.919),
eat ate eats (0.260),
taste tasted tastes (0.173),
touch touched touches (0.173),
see sees (0.123),
fill filled fills (0.082),
open opens opened (0.056),
neared nears near (0.039),
rub rubbed rubs (0.022),
smell smells smelled (0.020),
run ran runs (0.017),
enter entered enters (0.014),
drive drove drives (0.011),
break broke breaks (0.010),
clean cleaned cleans (0.009),
ride rides rode (0.007),
wear wore wears (0.006),
fear fears feared (0.005),
hear hears heard (0.002),
listen listens listened (0.0000000001),
manipulate manipulates manipulated (0.0000000001),
push pushed pushes (0.0000000001),
move moved moves (0.0000000001),
approach approaches approached (0.0000000001),
lift lifted lifts (0.0000000001) 
Features for airplane
ride rides rode (0.918),
see sees (0.221),
say said says (0.201),
neared nears near (0.166),
open opens opened (0.114),
lift lifted lifts (0.072),
hear hears heard (0.066),
enter entered enters (0.056),
move moved moves (0.052),
run ran runs (0.052),
touch touched touches (0.048),
approach approaches approached (0.048),
fill filled fills (0.032),
break broke breaks (0.028),
eat ate eats (0.024),
push pushed pushes (0.024),
drive drove drives (0.023),
fear fears feared (0.019),
clean cleaned cleans (0.019),
listen listens listened (0.015),
smell smells smelled (0.005),
wear wore wears (0.001),
taste tasted tastes (0.0000000001),
rub rubbed rubs (0.0000000001),
manipulate manipulates manipulated (0.0000000001) 
Features for bicycle
ride rides rode (0.996),
wear wore wears (0.056),
open opens opened (0.032),
drive drove drives (0.032),
see sees (0.030),
say said says (0.027),
run ran runs (0.023),
neared nears near (0.017),
lift lifted lifts (0.011),
move moved moves (0.009),
push pushed pushes (0.006),
break broke breaks (0.004),
enter entered enters (0.004),
approach approaches approached (0.003),
hear hears heard (0.003),
fear fears feared (0.002),
fill filled fills (0.002),
touch touched touches (0.001),
clean cleaned cleans (0.001),
eat ate eats (0.001),
listen listens listened (0.001),
taste tasted tastes (0.0000000001),
smell smells smelled (0.0000000001),
rub rubbed rubs (0.0000000001),
manipulate manipulates manipulated (0.0000000001) 
Features for car
drive drove drives (0.778),
see sees (0.384),
neared nears near (0.289),
ride rides rode (0.201),
open opens opened (0.195),
run ran runs (0.190),
say said says (0.121),
break broke breaks (0.093),
move moved moves (0.088),
clean cleaned cleans (0.083),
lift lifted lifts (0.057),
fill filled fills (0.046),
enter entered enters (0.038),
push pushed pushes (0.034),
hear hears heard (0.032),
touch touched touches (0.027),
approach approaches approached (0.026),
smell smells smelled (0.019),
wear wore wears (0.016),
listen listens listened (0.016),
eat ate eats (0.012),
fear fears feared (0.003),
rub rubbed rubs (0.001),
taste tasted tastes (0.0000000001),
manipulate manipulates manipulated (0.0000000001) 
Features for train
ride rides rode (0.791),
drive drove drives (0.489),
neared nears near (0.246),
run ran runs (0.205),
see sees (0.095),
say said says (0.085),
move moved moves (0.061),
hear hears heard (0.060),
open opens opened (0.059),
approach approaches approached (0.039),
break broke breaks (0.039),
enter entered enters (0.031),
fill filled fills (0.020),
eat ate eats (0.016),
push pushed pushes (0.011),
listen listens listened (0.009),
lift lifted lifts (0.009),
fear fears feared (0.008),
touch touched touches (0.005),
wear wore wears (0.005),
clean cleaned cleans (0.004),
smell smells smelled (0.001),
taste tasted tastes (0.0000000001),
rub rubbed rubs (0.0000000001),
manipulate manipulates manipulated (0.0000000001) 
Features for truck
lift lifted lifts (0.750),
drive drove drives (0.521),
neared nears near (0.182),
move moved moves (0.173),
run ran runs (0.165),
see sees (0.163),
open opens opened (0.149),
say said says (0.109),
ride rides rode (0.089),
fill filled fills (0.054),
clean cleaned cleans (0.037),
break broke breaks (0.029),
push pushed pushes (0.023),
enter entered enters (0.022),
touch touched touches (0.021),
hear hears heard (0.018),
approach approaches approached (0.015),
fear fears feared (0.005),
smell smells smelled (0.004),
wear wore wears (0.004),
eat ate eats (0.003),
listen listens listened (0.002),
rub rubbed rubs (0.0000000001),
taste tasted tastes (0.0000000001),
manipulate manipulates manipulated (0.0000000001)
